threshold,margin,dollar_amount,limit_price,num_trades,wins,losses,win_rate,avg_roi,sharpe_ratio,total_roi,avg_fill_rate,min_fill_rate,kelly_fraction,kelly_roi
0.55,0.05,2001.0,0.6000000000000001,28,20,8,0.7142857142857143,0.10693665831300912,0.15002958128918492,2.9942264327642554,1.0,0.9999999999999998,0.18868685808209898,0.01047492178819498
0.55,0.05,3001.0,0.6000000000000001,28,20,8,0.7142857142857143,0.08798955017535888,0.12563537607428876,2.4637074049100485,1.0,0.9999999999999997,0.16310268274078035,0.007412655047532635
0.55,0.05,4001.0,0.6000000000000001,28,20,8,0.7142857142857143,0.06783527900636467,0.0987242613821524,1.8993878121782106,1.0,0.9999999999999998,0.13290246515012055,0.0046285494100386515
0.55,0.05,5001.0,0.6000000000000001,28,20,8,0.7142857142857143,0.047043346713076827,0.06985828674231724,1.3172137079661517,1.0,0.9999999999999997,0.0979248136701442,0.0023485816479851263
0.55,0.05,6001.0,0.6000000000000001,28,20,8,0.7142857142857143,0.026609483940122716,0.04032249088444394,0.7450655503234365,1.0,0.9999999999999997,0.05901007374206829,0.0007943574436497514
0.55,0.05,7001.0,0.6000000000000001,28,20,8,0.7142857142857143,0.006418631196242831,0.009926438622376516,0.17972167349479928,1.0,0.9999999999999998,0.015214345628924122,4.897362203748479e-05
0.55,0.05,8001.0,0.6000000000000001,28,20,8,0.7142857142857143,-0.012516639836884934,-0.01973660034512942,-0.35046591543277794,1.0,0.9999999999999998,,
0.55,0.05,9001.0,0.6000000000000001,28,20,8,0.7142857142857143,-0.029419026115434586,-0.04721803606866473,-0.8237327312321677,1.0,0.9999999999999998,,
0.55,0.05,10001.0,0.6000000000000001,28,20,8,0.7142857142857143,-0.044264868811489534,-0.07218565793821333,-1.2394163267217067,1.0,0.9999999999999997,,
0.55,0.05,11001.0,0.6000000000000001,28,20,8,0.7142857142857143,-0.05642103760807669,-0.09326078924209676,-1.5797890530261474,1.0,0.9999999999999997,,
0.55,0.05,12001.0,0.6000000000000001,28,20,8,0.7142857142857143,-0.06654923737875396,-0.11127730815923352,-1.8633786466051108,1.0,0.9999999999999997,,
0.55,0.05,13001.0,0.6000000000000001,28,20,8,0.7142857142857143,-0.0758984455251236,-0.12827481166324506,-2.1251564747034615,1.0,0.9999999999999997,,
0.55,0.05,14001.0,0.6000000000000001,28,20,8,0.7142857142857143,-0.08440945677629198,-0.1440666227090954,-2.3634647897361756,1.0,0.9999999999999998,,
0.55,0.060000000000000005,1.0,0.6100000000000001,28,20,8,0.7142857142857143,0.12347802636781334,0.17072298503309316,3.457384738298776,1.0,1.0,0.20920234711284652,0.013465924753240266
0.55,0.060000000000000005,1001.0,0.6100000000000001,28,20,8,0.7142857142857143,0.11215173554405612,0.15666199660959595,3.1402485952335724,1.0,0.9999999999999999,0.1954110536456978,0.011393138007220971
0.55,0.060000000000000005,2001.0,0.6100000000000001,28,20,8,0.7142857142857143,0.09318458637848244,0.1324493372540706,2.609168418597508,1.0,0.9999999999999999,0.17044455288565893,0.008215893020777632
0.55,0.060000000000000005,3001.0,0.6100000000000001,28,20,8,0.7142857142857143,0.07357058002992808,0.1065126763183673,2.0599762408379862,1.0,0.9999999999999997,0.1418930719255316,0.005369260831081801
0.55,0.060000000000000005,4001.0,0.6100000000000001,28,20,8,0.7142857142857143,0.05340466196244144,0.07882689060100741,1.4953305349483603,1.0,0.9999999999999998,0.1091134597396614,0.0029774798258277446
0.55,0.060000000000000005,5001.0,0.6100000000000001,28,20,8,0.7142857142857143,0.03273390294728267,0.04930921343536964,0.9165492825239148,1.0,0.9999999999999998,0.0712219810399278,0.001182245085340261
0.55,0.060000000000000005,6001.0,0.6100000000000001,28,20,8,0.7142857142857143,0.012603335724471245,0.019373785063040303,0.35289340028519534,1.0,0.9999999999999999,0.029271389550346864,0.0001855262143886094
0.55,0.060000000000000005,7001.0,0.6100000000000001,28,20,8,0.7142857142857143,-0.007657163144740686,-0.012016324724168132,-0.21440056805273966,1.0,0.9999999999999999,,
0.55,0.060000000000000005,8001.0,0.6100000000000001,28,20,8,0.7142857142857143,-0.025781987395204677,-0.041228971764661504,-0.721895647065731,1.0,0.9999999999999998,,
0.55,0.060000000000000005,9001.0,0.6100000000000001,28,20,8,0.7142857142857143,-0.04179436430087037,-0.067982345658209,-1.17024220042437,1.0,0.9999999999999998,,
0.55,0.060000000000000005,10001.0,0.6100000000000001,28,20,8,0.7142857142857143,-0.05577769067096684,-0.09211892844159904,-1.5617753387870712,1.0,0.9999999999999997,,
0.55,0.060000000000000005,11001.0,0.6100000000000001,28,20,8,0.7142857142857143,-0.06661421411595045,-0.1113827111360749,-1.8651979952466122,1.0,0.9999999999999997,,
0.55,0.060000000000000005,12001.0,0.6100000000000001,28,20,8,0.7142857142857143,-0.07624379683270176,-0.12890423155280006,-2.134826311315649,1.0,0.9999999999999997,,
0.55,0.060000000000000005,13001.0,0.6100000000000001,28,20,8,0.7142857142857143,-0.08513698712774631,-0.1454301536258292,-2.3838356395768967,1.0,0.9999999999999997,,
0.55,0.060000000000000005,14001.0,0.6100000000000001,28,20,8,0.7142857142857143,-0.09317633850123766,-0.16066457840439358,-2.6089374780346555,1.0,0.9999999999999998,,
0.55,0.06999999999999999,1.0,0.62,28,20,8,0.7142857142857143,0.12347802636781334,0.17072298503309316,3.457384738298776,1.0,1.0,0.20920234711284652,0.013465924753240266
0.55,0.06999999999999999,1001.0,0.62,28,20,8,0.7142857142857143,0.11215173554405612,0.15666199660959595,3.1402485952335724,1.0,0.9999999999999999,0.1954110536456978,0.011393138007220971
0.55,0.06999999999999999,2001.0,0.62,28,20,8,0.7142857142857143,0.09318458637848244,0.1324493372540706,2.609168418597508,1.0,0.9999999999999999,0.17044455288565893,0.008215893020777632
0.55,0.06999999999999999,3001.0,0.62,28,20,8,0.7142857142857143,0.07357058002992808,0.1065126763183673,2.0599762408379862,1.0,0.9999999999999997,0.1418930719255316,0.005369260831081801
0.55,0.06999999999999999,4001.0,0.62,28,20,8,0.7142857142857143,0.05340466196244144,0.07882689060100741,1.4953305349483603,1.0,0.9999999999999998,0.1091134597396614,0.0029774798258277446
0.55,0.06999999999999999,5001.0,0.62,28,20,8,0.7142857142857143,0.03273390294728267,0.04930921343536964,0.9165492825239148,1.0,0.9999999999999998,0.0712219810399278,0.001182245085340261
0.55,0.06999999999999999,6001.0,0.62,28,20,8,0.7142857142857143,0.012603335724471245,0.019373785063040303,0.35289340028519534,1.0,0.9999999999999999,0.029271389550346864,0.0001855262143886094
0.55,0.06999999999999999,7001.0,0.62,28,20,8,0.7142857142857143,-0.007657163144740686,-0.012016324724168132,-0.21440056805273966,1.0,0.9999999999999999,,
0.55,0.06999999999999999,8001.0,0.62,28,20,8,0.7142857142857143,-0.025781987395204677,-0.041228971764661504,-0.721895647065731,1.0,0.9999999999999998,,
0.55,0.06999999999999999,9001.0,0.62,28,20,8,0.7142857142857143,-0.04179436430087037,-0.067982345658209,-1.17024220042437,1.0,0.9999999999999998,,
0.55,0.06999999999999999,10001.0,0.62,28,20,8,0.7142857142857143,-0.05577769067096684,-0.09211892844159904,-1.5617753387870712,1.0,0.9999999999999997,,
0.55,0.06999999999999999,11001.0,0.62,28,20,8,0.7142857142857143,-0.06661421411595045,-0.1113827111360749,-1.8651979952466122,1.0,0.9999999999999997,,
0.55,0.06999999999999999,12001.0,0.62,28,20,8,0.7142857142857143,-0.07624379683270176,-0.12890423155280006,-2.134826311315649,1.0,0.9999999999999997,,
0.55,0.06999999999999999,13001.0,0.62,28,20,8,0.7142857142857143,-0.08513698712774631,-0.1454301536258292,-2.3838356395768967,1.0,0.9999999999999997,,
0.55,0.06999999999999999,14001.0,0.62,28,20,8,0.7142857142857143,-0.09317633850123766,-0.16066457840439358,-2.6089374780346555,1.0,0.9999999999999998,,
0.55,0.08,1.0,0.63,28,20,8,0.7142857142857143,0.1063774993466553,0.14943452267436014,2.9785699817063493,1.0,1.0,0.18814100305597162,0.010390380801799326
0.55,0.08,1001.0,0.63,28,20,8,0.7142857142857143,0.09491057853963136,0.13473971107381014,2.657496199109678,1.0,0.9999999999999999,0.17290573965349854,0.008493641062840673
0.55,0.08,2001.0,0.63,28,20,8,0.7142857142857143,0.07590446068121133,0.10967849589050421,2.1253248990739166,1.0,0.9999999999999998,0.14550390353382328,0.005684931795985504
0.55,0.08,3001.0,0.63,28,20,8,0.7142857142857143,0.05593539538776353,0.08237788404853746,1.5661910708573796,1.0,0.9999999999999997,0.11347488409174515,0.0032461615512959785
0.55,0.08,4001.0,0.63,28,20,8,0.7142857142857143,0.03526043425208907,0.052988917466960384,0.9872921590584935,1.0,0.9999999999999997,0.07613172529250327,0.0013626396897001847
0.55,0.08,5001.0,0.63,28,20,8,0.7142857142857143,0.014598337106695804,0.02239767983031818,0.40875343898748184,1.0,0.9999999999999998,0.033686989560093215,0.0002475282196372497
0.55,0.08,6001.0,0.63,28,20,8,0.7142857142857143,-0.005591792131998321,-0.008758448235529728,-0.156570179695953,1.0,0.9999999999999999,,
0.55,0.08,7001.0,0.63,28,20,8,0.7142857142857143,-0.025045730681347682,-0.040028653745116,-0.7012804590777355,1.0,0.9999999999999998,,
0.55,0.08,8001.0,0.63,28,20,8,0.7142857142857143,-0.042150398692719714,-0.068596394183162,-1.1802111633961523,1.0,0.9999999999999998,,
0.55,0.08,9001.0,0.63,28,20,8,0.7142857142857143,-0.05697975197591883,-0.09423235707602985,-1.5954330553257274,1.0,0.9999999999999996,,
0.55,0.08,10001.0,0.63,28,20,8,0.7142857142857143,-0.0694007370160424,-0.11638047352760017,-1.9432206364491873,1.0,0.9999999999999997,,
0.55,0.08,11001.0,0.63,28,20,8,0.7142857142857143,-0.07922731386420775,-0.13438650065373842,-2.2183647881978175,1.0,0.9999999999999997,,
0.55,0.08,12001.0,0.63,28,20,8,0.7142857142857143,-0.08827220600959336,-0.15131836333219345,-2.4716217682686135,1.0,0.9999999999999997,,
0.55,0.08,13001.0,0.63,28,20,8,0.7142857142857143,-0.09651221067185044,-0.1670548864040826,-2.702341898811812,1.0,0.9999999999999997,,
0.55,0.08,14001.0,0.63,28,20,8,0.7142857142857143,-0.10392427804640055,-0.18147218794534584,-2.909879785299215,1.0,0.9999999999999998,,
0.55,0.09,1.0,0.64,28,20,8,0.7142857142857143,0.08983836599914961,0.12818615399775624,2.5154742479761873,1.0,1.0,0.16593493328019515,0.007705563679826444
0.55,0.09,1001.0,0.64,28,20,8,0.7142857142857143,0.077903395822182,0.11240131891388529,2.181295083021096,1.0,0.9999999999999999,0.14860042485328923,0.005962911013733141
0.55,0.09,2001.0,0.64,28,20,8,0.7142857142857143,0.05806466726161109,0.08536787631157726,1.6258106833251105,1.0,0.9999999999999998,0.11712484103439022,0.0034808432537878353
0.55,0.09,3001.0,0.64,28,20,8,0.7142857142857143,0.03770843920264583,0.056548614066322465,1.055836297674084,1.0,0.9999999999999999,0.08084321035743694,0.0015489322122255178
0.55,0.09,4001.0,0.64,28,20,8,0.7142857142857143,0.016505994218414106,0.025281915684010142,0.4621678381155956,1.0,0.9999999999999998,0.03786600725825481,0.0003148587216332821
0.55,0.09,5001.0,0.64,28,20,8,0.7142857142857143,-0.003939316720202217,-0.0061612659916843926,-0.11030086816566209,1.0,0.9999999999999998,,
0.55,0.09,6001.0,0.64,28,20,8,0.7142857142857143,-0.02415292710230227,-0.03857826995137182,-0.6762819588644637,1.0,0.9999999999999999,,
0.55,0.09,7001.0,0.64,28,20,8,0.7142857142857143,-0.04248177784871528,-0.06918004176747003,-1.1894897797640271,1.0,0.9999999999999999,,
0.55,0.09,8001.0,0.64,28,20,8,0.7142857142857143,-0.05834982783117664,-0.09666132479336585,-1.633795179272946,1.0,0.9999999999999998,,
0.55,0.09,9001.0,0.64,28,20,8,0.7142857142857143,-0.07198400835957945,-0.12106030915730355,-2.015552234068225,1.0,0.9999999999999996,,
0.55,0.09,10001.0,0.64,28,20,8,0.7142857142857143,-0.08278192348202773,-0.14096678714374847,-2.317893857496776,1.0,0.9999999999999997,,
0.55,0.09,11001.0,0.64,28,20,8,0.7142857142857143,-0.09190405610943755,-0.15819439685503509,-2.5733135710642516,1.0,0.9999999999999997,,
0.55,0.09,12001.0,0.64,28,20,8,0.7142857142857143,-0.10031908334346835,-0.17440976009561787,-2.8089343336171138,1.0,0.9999999999999997,,
0.55,0.09,13001.0,0.64,28,20,8,0.7142857142857143,-0.10788798601022927,-0.18927125029556707,-3.0208636082864184,1.0,0.9999999999999997,,
0.55,0.09,14001.0,0.64,28,20,8,0.7142857142857143,-0.11462237799889145,-0.20271977481549414,-3.209426583968961,1.0,0.9999999999999998,,
0.55,0.09999999999999999,1.0,0.65,28,20,8,0.7142857142857143,0.07383481763376486,0.10697968073521148,2.0673748937454155,1.0,1.0,0.14249479713840227,0.0054130134391414675
0.55,0.09999999999999999,1001.0,0.65,28,20,8,0.7142857142857143,0.061445452016096413,0.09008766974423331,1.7204726564506982,1.0,0.9999999999999999,0.12282293455120474,0.003867396639116283
0.55,0.09999999999999999,2001.0,0.65,28,20,8,0.7142857142857143,0.04084366857311541,0.061089301472043535,1.1436227200472315,1.0,0.9999999999999999,0.08678838450632863,0.0018033249090587677
0.55,0.09999999999999999,3001.0,0.65,28,20,8,0.7142857142857143,0.01944627798545063,0.02971083086613193,0.5444957835926183,1.0,0.9999999999999997,0.04421799171104653,0.00043373205937036197
0.55,0.09999999999999999,4001.0,0.65,28,20,8,0.7142857142857143,-0.0019904963315290824,-0.003108245833059566,-0.055733897282814304,1.0,0.9999999999999998,,
0.55,0.09999999999999999,5001.0,0.65,28,20,8,0.7142857142857143,-0.022039085841680624,-0.03514016842138867,-0.617094403567057,1.0,0.9999999999999998,,
0.55,0.09999999999999999,6001.0,0.65,28,20,8,0.7142857142857143,-0.04192661305242206,-0.06826695807807147,-1.1739451654678181,1.0,0.9999999999999997,,
0.55,0.09999999999999999,7001.0,0.65,28,20,8,0.7142857142857143,-0.05906387942938991,-0.0979560732158175,-1.6537886240229176,1.0,0.9999999999999998,,
0.55,0.09999999999999999,8001.0,0.65,28,20,8,0.7142857142857143,-0.07361495957907402,-0.12405798856762452,-2.061218868214073,1.0,0.9999999999999998,,
0.55,0.09999999999999999,9001.0,0.65,28,20,8,0.7142857142857143,-0.08614305605285313,-0.14724046192955562,-2.412005569479887,1.0,0.9999999999999996,,
0.55,0.09999999999999999,10001.0,0.65,28,20,8,0.7142857142857143,-0.09538770580766366,-0.16484909317026092,-2.6708557626145826,1.0,0.9999999999999997,,
0.55,0.09999999999999999,11001.0,0.65,28,20,8,0.7142857142857143,-0.10390881136607955,-0.18141647491921975,-2.9094467182502273,1.0,0.9999999999999999,,
0.55,0.09999999999999999,12001.0,0.65,28,20,8,0.7142857142857143,-0.11166864084897542,-0.1967907741782932,-3.126721943771311,1.0,0.9999999999999999,,
0.55,0.09999999999999999,13001.0,0.65,28,20,8,0.7142857142857143,-0.11855628762763923,-0.2106764486217379,-3.3195760535738983,1.0,0.9999999999999997,,
0.55,0.09999999999999999,14001.0,0.65,28,20,8,0.7142857142857143,-0.12467933023480846,-0.2232152821686439,-3.4910212465746366,1.0,0.9999999999999998,,
0.55,0.11,1.0,0.66,28,20,8,0.7142857142857143,0.058355016369820614,0.08583762580366847,1.6339404583549781,1.0,1.0,0.117739869003714,0.0035174765900833904
0.55,0.11,1001.0,0.66,28,20,8,0.7142857142857143,0.0438873101056498,0.06547846437401536,1.228844682958195,1.0,0.9999999999999999,0.09246613217400484,0.002066947926418594
0.55,0.11,2001.0,0.66,28,20,8,0.7142857142857143,0.021951999258569103,0.03346836920659574,0.6146559792399344,1.0,0.9999999999999999,0.04954409648017564,0.0005491975143698813
0.55,0.11,3001.0,0.66,28,20,8,0.7142857142857143,-0.0004750333576074771,-0.0007408548649619835,-0.013300934013009358,1.0,0.9999999999999997,,
0.55,0.11,4001.0,0.66,28,20,8,0.7142857142857143,-0.021613533749927367,-0.03445188414098502,-0.6051789449979665,1.0,0.9999999999999998,,
0.55,0.11,5001.0,0.66,28,20,8,0.7142857142857143,-0.041526680983262544,-0.06759681736571675,-1.1627470675313514,1.0,0.9999999999999997,,
0.55,0.11,6001.0,0.66,28,20,8,0.7142857142857143,-0.06001403149503433,-0.0996464447072589,-1.6803928818609615,1.0,0.9999999999999997,,
