threshold,margin,dollar_amount,limit_price,num_trades,wins,losses,win_rate,avg_roi,sharpe_ratio,total_roi
0.55,0.09999999999999999,3001.0,0.65,110,72,38,0.6545454545454545,-0.05238105110440212,-0.07586937934657469,-5.7619156214842295
0.55,0.09999999999999999,4001.0,0.65,110,72,38,0.6545454545454545,-0.06405623599883033,-0.09389109202632236,-7.046185959871336
0.55,0.09999999999999999,5001.0,0.65,110,72,38,0.6545454545454545,-0.07660558427517565,-0.11375806921512763,-8.426614270269328
0.55,0.09999999999999999,6001.0,0.65,110,72,38,0.6545454545454545,-0.09132124825626803,-0.13775705056368578,-10.045337308189488
0.55,0.09999999999999999,7001.0,0.65,110,72,38,0.6545454545454545,-0.10596497742947796,-0.16242209600714808,-11.656147517242577
0.55,0.09999999999999999,8001.0,0.65,110,72,38,0.6545454545454545,-0.11924177306643688,-0.18549020199340882,-13.116595037308059
0.55,0.09999999999999999,9001.0,0.65,110,72,38,0.6545454545454545,-0.13155323464292287,-0.20752459404452045,-14.470855810721517
0.55,0.09999999999999999,10001.0,0.65,110,72,38,0.6545454545454545,-0.14280992583778065,-0.22825144667413635,-15.709091842155873
0.55,0.09999999999999999,11001.0,0.65,110,72,38,0.6545454545454545,-0.15315168567354015,-0.24780814114636845,-16.84668542408942
0.55,0.09999999999999999,12001.0,0.65,110,72,38,0.6545454545454545,-0.16263279906203976,-0.26618979843955093,-17.889607896824373
0.55,0.09999999999999999,13001.0,0.65,110,72,38,0.6545454545454545,-0.17122146961579365,-0.2832216900430798,-18.83436165773731
0.55,0.09999999999999999,14001.0,0.65,110,72,38,0.6545454545454545,-0.1790404086309722,-0.2990485793046401,-19.694444949406943
0.55,0.11,1.0,0.66,110,72,38,0.6545454545454545,-0.029508936063948835,-0.04179851100933401,-3.2459829670343727
0.55,0.11,1001.0,0.66,110,72,38,0.6545454545454545,-0.04042960406114719,-0.05789188616422234,-4.447256446726188
0.55,0.11,2001.0,0.66,110,72,38,0.6545454545454545,-0.05171546894674912,-0.07491027710026685,-5.688701584142399
0.55,0.11,3001.0,0.66,110,72,38,0.6545454545454545,-0.06394359224703611,-0.09378532440629486,-7.03379514717397
0.55,0.11,4001.0,0.66,110,72,38,0.6545454545454545,-0.07608116264306931,-0.11297713376178053,-8.368927890737625
0.55,0.11,5001.0,0.66,110,72,38,0.6545454545454545,-0.09025889442993053,-0.1360379825472626,-9.92847838729236
0.55,0.11,6001.0,0.66,110,72,38,0.6545454545454545,-0.10572792905944191,-0.16204173373197986,-11.630072196538604
0.55,0.11,7001.0,0.66,110,72,38,0.6545454545454545,-0.11971047637145366,-0.18632854720062036,-13.168152400859903
0.55,0.11,8001.0,0.66,110,72,38,0.6545454545454545,-0.13266720883319474,-0.2095486387632353,-14.593392971651426
0.55,0.11,9001.0,0.66,110,72,38,0.6545454545454545,-0.144489260083189,-0.23136910649271186,-15.893818609150795
0.55,0.11,10001.0,0.66,110,72,38,0.6545454545454545,-0.15513037540422803,-0.2515589108405245,-17.064341294465077
0.55,0.11,11001.0,0.66,110,72,38,0.6545454545454545,-0.16482046965353706,-0.2704205878009882,-18.13025166188908
0.55,0.11,12001.0,0.66,110,72,38,0.6545454545454545,-0.17361326054520357,-0.2879467924473193,-19.097458659972396
0.55,0.11,13001.0,0.66,110,72,38,0.6545454545454545,-0.18153768453602911,-0.3040770929788644,-19.9691452989632
0.55,0.11,14001.0,0.66,110,72,38,0.6545454545454545,-0.18873795331655996,-0.31902112445832176,-20.761174864821598
0.55,0.12,1.0,0.67,110,72,38,0.6545454545454545,-0.04199316029507223,-0.060274073514814,-4.6192476324579275
0.55,0.12,1001.0,0.67,110,72,38,0.6545454545454545,-0.0504382775722265,-0.07300642497688418,-5.548210532944915
0.55,0.12,2001.0,0.67,110,72,38,0.6545454545454545,-0.06211687647616425,-0.09099462194071388,-6.832856412378062
0.55,0.12,3001.0,0.67,110,72,38,0.6545454545454545,-0.07456486376040475,-0.11061994126564556,-8.202135013644517
0.55,0.12,4001.0,0.67,110,72,38,0.6545454545454545,-0.08798981537378119,-0.13234411151551473,-9.678879691115936
0.55,0.12,5001.0,0.67,110,72,38,0.6545454545454545,-0.1035266523543786,-0.15829934736824114,-11.387931758981646
0.55,0.12,6001.0,0.67,110,72,38,0.6545454545454545,-0.11862119993787544,-0.18440398548370782,-13.0483319931663
0.55,0.12,7001.0,0.67,110,72,38,0.6545454545454545,-0.13211295223245428,-0.20851680238365447,-14.532424745569967
0.55,0.12,8001.0,0.67,110,72,38,0.6545454545454545,-0.14472331250738965,-0.2317708301032128,-15.919564375812866
0.55,0.12,9001.0,0.67,110,72,38,0.6545454545454545,-0.15594348385903975,-0.25306774786042446,-17.15378322449437
0.55,0.12,10001.0,0.67,110,72,38,0.6545454545454545,-0.16590335038873383,-0.27247462236272046,-18.24936854276072
0.55,0.12,11001.0,0.67,110,72,38,0.6545454545454545,-0.17502533842827336,-0.29070014351721546,-19.252787227110062
0.55,0.12,12001.0,0.67,110,72,38,0.6545454545454545,-0.1831383599851797,-0.3072698482430506,-20.14521959836977
0.55,0.12,13001.0,0.67,110,72,38,0.6545454545454545,-0.19050617922847976,-0.322621256060096,-20.95567971513277
0.55,0.12,14001.0,0.67,110,72,38,0.6545454545454545,-0.19715357860191618,-0.33672588844433765,-21.68689364621078
0.55,0.13,1.0,0.68,110,72,38,0.6545454545454545,-0.05428866977396266,-0.07895308427148914,-5.971753675135902
0.55,0.13,1001.0,0.68,110,72,38,0.6545454545454545,-0.06514451152511237,-0.09580419460718653,-7.165896267762362
0.55,0.13,2001.0,0.68,110,72,38,0.6545454545454545,-0.08175544768190882,-0.12232675787235128,-8.99309924500997
0.55,0.13,3001.0,0.68,110,72,38,0.6545454545454545,-0.09861780819172403,-0.15015480804723488,-10.847958901089639
0.55,0.13,4001.0,0.68,110,72,38,0.6545454545454545,-0.1161102717352781,-0.18013061359037974,-12.772129890880587
0.55,0.13,5001.0,0.68,110,72,38,0.6545454545454545,-0.13194979431277704,-0.20829734967407254,-14.514477374405477
0.55,0.13,6001.0,0.68,110,72,38,0.6545454545454545,-0.14537508320295833,-0.2329874012880629,-15.991259152325409
0.55,0.13,7001.0,0.68,110,72,38,0.6545454545454545,-0.15790609510464423,-0.2568110515689722,-17.36967046151086
0.55,0.13,8001.0,0.68,110,72,38,0.6545454545454545,-0.16931291683390579,-0.2791689337320544,-18.62442085172964
0.55,0.13,9001.0,0.68,110,72,38,0.6545454545454545,-0.17920098160450126,-0.2990757479020666,-19.71210797649514
0.55,0.13,10001.0,0.68,110,72,38,0.6545454545454545,-0.18790109881468842,-0.31701368244873923,-20.669120869615725
0.55,0.13,11001.0,0.68,110,72,38,0.6545454545454545,-0.19561066522806742,-0.3332548757889093,-21.517173175087418
0.55,0.13,12001.0,0.68,110,72,38,0.6545454545454545,-0.20260827418470964,-0.34829511689714693,-22.286910160318058
0.55,0.13,13001.0,0.68,110,72,38,0.6545454545454545,-0.2089157247897015,-0.36209174463009514,-22.980729726867175
0.55,0.13,14001.0,0.68,110,72,38,0.6545454545454545,-0.2146405474831027,-0.37481690897800063,-23.610460223141292
0.55,0.14,1.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.07869842876387484,-0.11752320962233749,-8.656827164026208
0.55,0.14,1001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.09053899036115064,-0.13688448422495483,-9.959288939726568
0.55,0.14,2001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.10997572023728745,-0.16969015657749276,-12.09732922610163
0.55,0.14,3001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.12940933540220054,-0.20388044666061106,-14.235026894242065
0.55,0.14,4001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.14636026618468165,-0.23496010997265568,-16.09962928031498
0.55,0.14,5001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.1604716381577232,-0.2618235368515456,-17.65188019734956
0.55,0.14,6001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.17323254187561996,-0.28698468269448646,-19.055579606318197
0.55,0.14,7001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.18420919005378417,-0.30930149777310123,-20.26301090591625
0.55,0.14,8001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.1935557770109042,-0.32881365954922287,-21.291135471199468
0.55,0.14,9001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.20173700833314576,-0.34629580889858,-22.191070916646034
0.55,0.14,10001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.2089608184542457,-0.3620630609773082,-22.985690029967017
0.55,0.14,11001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.21539915599382645,-0.37638046088075355,-23.69390715932091
0.55,0.14,12001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.2211335713595538,-0.3893431605746328,-24.324692849550917
0.55,0.14,13001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.22636801994382924,-0.4013596318009618,-24.900482193821215
0.55,0.14,14001.0,0.6900000000000001,110,72,38,0.6545454545454545,-0.23109067166945604,-0.41234040946597467,-25.419973883640154
0.55,0.15000000000000002,1.0,0.7000000000000001,110,72,38,0.6545454545454545,-0.09080833941659547,-0.13742996280365694,-9.988917335825477
0.55,0.15000000000000002,1001.0,0.7000000000000001,110,72,38,0.6545454545454545,-0.10659637751143171,-0.16403608390259497,-11.725601526257487
0.55,0.15000000000000002,2001.0,0.7000000000000001,110,72,38,0.6545454545454545,-0.12871803035355564,-0.2027779097862141,-14.15898333889112
0.55,0.15000000000000002,3001.0,0.7000000000000001,110,72,38,0.6545454545454545,-0.14817855747117872,-0.23847639034470156,-16.299641321829657
