market_id,market_start_time,prediction_time,current_price,predicted_price,predicted_direction,buy_token_id,buy_price,shares,trade_cost,actual_direction,is_correct,pnl,return_pct,payout,model
1125961,2026-01-08T00:00:35.078112,2026-01-07T23:59:35.078112,91364.16,92484.23146044498,up,48462639459644033243682328828916234515854025470239386590898903659027607372107,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1126037,2026-01-08T00:15:27.720583,2026-01-08T00:14:27.720583,91219.19,92557.16937269988,up,40678000883166630733493983278250208594327653572491716962529831952277816452111,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1126193,2026-01-08T00:30:23.840218,2026-01-08T00:29:23.840218,91111.99,92550.504315968,up,19363207174721635025972259739536618906606509683366912735666263112368139007759,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126216,2026-01-08T00:45:21.280291,2026-01-08T00:44:21.280291,91231.9,92553.37535580968,up,111530208098827608488509435360436240580658398118292480112279901183079795222003,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126255,2026-01-08T01:00:21.834813,2026-01-08T00:59:21.834813,91394.71,92695.66865748863,up,105369163393113209971467796130630282271029701032771045381708613770136632012029,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126364,2026-01-08T01:15:18.720878,2026-01-08T01:14:18.720878,91429.1,92797.25730802234,up,92843238659159062570894479697543296864223065242880345813387157254808769614655,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126480,2026-01-08T01:30:15.854924,2026-01-08T01:29:15.854924,91518.0,92832.14483622438,up,30812061385164393961604127668021332932719668319316463290166835922939226050431,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1126496,2026-01-08T01:45:10.093349,2026-01-08T01:44:10.093349,91362.4,92746.10291887305,up,76994133902914228383582945864683254015276862130060016236870952433855326427727,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126520,2026-01-08T02:00:08.700399,2026-01-08T01:59:08.700399,91428.4,92747.74828868094,up,113404735355057340676507295864665346817232522489083332628935876520742643293137,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126571,2026-01-08T02:16:18.625489,2026-01-08T02:15:18.625489,91382.0,92654.11060474924,up,48227008041880752637110981286038701801499491997529645602786006683738807517396,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1126686,2026-01-08T02:30:10.855105,2026-01-08T02:29:10.855105,91222.24,92552.77032152744,up,112428042334366059278095437233125829677366308451172468249327603621771162060505,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1126706,2026-01-08T02:46:07.235250,2026-01-08T02:45:07.235250,90876.02,92208.25950503208,up,100059305562755034031712093838631296617862313082809561525743171963149865130123,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126733,2026-01-08T03:01:07.922052,2026-01-08T03:00:07.922052,90917.7,93236.62081308798,up,97850676926811498439196539523927870083507716687935035924131492218315425730475,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126750,2026-01-08T03:16:00.203734,2026-01-08T03:15:00.203734,91093.11,93323.0551906481,up,84912117830509626993283805863636478855923865139814860746375095549380441012436,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1126840,2026-01-08T03:30:54.618180,2026-01-08T03:29:54.618180,90949.88,93386.44375220791,up,27276259911080206581680128082106472648361849175278496093732708777630415050956,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1126870,2026-01-08T03:45:48.513024,2026-01-08T03:44:48.513024,90808.86,93512.21106009286,up,92794491258231134228691433026151730968805677528364666008004282491470327580442,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1126890,2026-01-08T04:00:42.729664,2026-01-08T03:59:42.729664,90813.4,93845.92435993167,up,59461502658821846721895316406300502897756164185230319901603202567932957546348,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1126938,2026-01-08T04:15:42.871107,2026-01-08T04:14:42.871107,90812.99,94021.71551892567,up,25870424203271864823849553045303226628582316870416176872106021685504273634880,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127019,2026-01-08T04:30:40.348105,2026-01-08T04:29:40.348105,91096.85,93967.78732449406,up,69030560378494354858927773854955628028885669396632913498041589274273629427842,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127036,2026-01-08T04:45:41.805325,2026-01-08T04:44:41.805325,91051.46,93787.88841802427,up,24271588700317728018921911323408176570463795782842912926354366492025795920242,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127213,2026-01-08T05:00:36.683250,2026-01-08T04:59:36.683250,91022.75,93486.98060271506,up,107301588961264346664747287434450996785284675856217928631299828330539315575006,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127301,2026-01-08T05:15:37.736088,2026-01-08T05:14:37.736088,91090.04,93220.88652390745,up,49555852515278208714052276455681234612030616016728864637576928150723990827869,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127386,2026-01-08T05:30:41.615595,2026-01-08T05:29:41.615595,91008.7,92833.84164354308,up,30628083364220914978993307235283305120176718642166005692275312131622323390859,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127403,2026-01-08T05:45:36.567497,2026-01-08T05:44:36.567497,90894.56,92390.54751149981,up,40101103474125207429023762825982339012884223906784089858688687441514626072995,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127442,2026-01-08T06:00:33.359932,2026-01-08T05:59:33.359932,90829.58,92360.94747466505,up,10563876602339291688662115798792092143951136583209507105287975173857365135525,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127558,2026-01-08T06:15:28.574547,2026-01-08T06:14:28.574547,90516.54,92797.2495501028,up,67295153030652334603327073213841463767122170754244444441480868110572842592264,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127643,2026-01-08T06:30:27.359819,2026-01-08T06:29:27.359819,90276.86,93524.86253568872,up,88752114190174230890784431397298284238912213717785659190800487922933390581508,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127659,2026-01-08T06:45:29.067993,2026-01-08T06:44:29.067993,90376.95,93918.1933704527,up,111620475648623069542847302424656174926245092024964208094966068003107381148127,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127680,2026-01-08T07:00:24.264718,2026-01-08T06:59:24.264718,89898.01,94455.93080284487,up,73597028067269534975939627494530957363883066082796313767748976915413585970667,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127757,2026-01-08T07:15:20.865788,2026-01-08T07:14:20.865788,90047.88,95198.49103179625,up,108122701501739869472821730075747524260348118454014455620389865955881052095968,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127835,2026-01-08T07:30:21.879347,2026-01-08T07:29:21.879347,90266.66,95458.75737507302,up,9366729232237111045965008785089885916184225056272248244907443440229026688480,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127858,2026-01-08T07:45:38.791525,2026-01-08T07:44:38.791525,90456.51,95473.11472764474,up,1727071885164506952143606245265102285247656712953467223877054434979837962359,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127873,2026-01-08T08:00:36.782027,2026-01-08T07:59:36.782027,90548.02,95194.33845319647,up,75953434464128028309930189401551270894422079279240636099997239588009003527304,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127890,2026-01-08T08:15:40.192076,2026-01-08T08:14:40.192076,90627.29,94897.75261055774,up,8902492599922301419582625080883906995655428719768883149485891203515286972520,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1127973,2026-01-08T08:30:39.263638,2026-01-08T08:29:39.263638,90708.26,94506.87583911489,up,97433811425712365736314044542069171594170820011179860937584340523849611170484,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1127990,2026-01-08T08:45:34.181066,2026-01-08T08:44:34.181066,90431.61,93928.19190912711,up,56880582836029536792932535637273107149064336991284432529087112853762370973824,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128016,2026-01-08T09:00:30.380657,2026-01-08T08:59:30.380657,90227.25,93383.41872926547,up,98881502553855050627800134604633555551994911757976945998102181245649267596119,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128030,2026-01-08T09:15:31.802590,2026-01-08T09:14:31.802590,90327.61,92895.71122783284,up,107666351862591137637609148029167715377428400690761065366670978456826780843888,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128114,2026-01-08T09:30:31.809676,2026-01-08T09:29:31.809676,90027.02,92628.2848222679,up,49276788276691603062445197795788007088227933641772975227863859726509662377204,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128136,2026-01-08T09:45:30.337872,2026-01-08T09:44:30.337872,90066.89,92727.69164295877,up,43088371347732045863070269173530415682586685466511163763606134080671525473443,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128175,2026-01-08T10:00:29.405522,2026-01-08T09:59:29.405522,90010.0,92822.46666599179,up,38214601528384894092241319359872534443262171260039239574679228629958044460833,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128188,2026-01-08T10:15:26.518109,2026-01-08T10:14:26.518109,89937.01,92998.71509027485,up,102359836518250503785342357870706194285317929099336518867787960447947614760857,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128275,2026-01-08T10:30:21.396279,2026-01-08T10:29:21.396279,90200.9,92874.34836783184,up,3907329340731417544170619469615282967054668045329144375959716285121950207796,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128285,2026-01-08T10:45:18.067756,2026-01-08T10:44:18.067756,90167.69,92820.7841624752,up,16912615785372822603375901556209616160551380220302367041501840919988171503990,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128369,2026-01-08T11:00:16.686534,2026-01-08T10:59:16.686534,90410.1,92835.23050135178,up,29179682863761521016082178592399193498846352652561679090411973415155380704849,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128391,2026-01-08T11:15:11.655519,2026-01-08T11:14:11.655519,90280.93,92776.53638931077,up,53970243270761183680810577503971371463807390101203102616129753362552553628086,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128477,2026-01-08T11:31:08.037266,2026-01-08T11:30:08.037266,90218.62,92599.57799282364,up,3957328916472580780667178029148259601214040478271702240235922259557882788921,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128492,2026-01-08T11:46:03.254507,2026-01-08T11:45:03.254507,90086.21,92211.49102848275,up,46327275143007298454106404340462132067066219409673964879408192782299798568022,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128612,2026-01-08T12:01:00.729065,2026-01-08T12:00:00.729065,90187.3,91829.40939842889,up,104325146998412178577309481090604025861142100613789051248445599942616656413031,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128633,2026-01-08T12:16:00.424487,2026-01-08T12:15:00.424487,89917.8,91833.67035642164,up,46649664757780525785336982308560678430657065070060970395794769663969149607026,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128719,2026-01-08T12:30:58.056477,2026-01-08T12:29:58.056477,89953.03,91899.59495312396,up,10118825553917424258188408543194158463993998960738925655055337877899578493882,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128735,2026-01-08T12:45:55.310587,2026-01-08T12:44:55.310587,90002.2,91965.78774233045,up,70459986557878526002151536600478055871194187760330858147265695037925779411395,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128784,2026-01-08T13:00:52.756015,2026-01-08T12:59:52.756015,89989.21,91987.14292526687,up,68673301451275987959629796508290823592424863776743643290228147261256817697273,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128798,2026-01-08T13:15:48.760191,2026-01-08T13:14:48.760191,89973.71,92021.14410593339,up,22417083783621736730886412881826899566842191311678639384000175397463074865995,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1128882,2026-01-08T13:30:51.820790,2026-01-08T13:29:51.820790,90067.75,91964.87826347302,up,10113111249408958750168945591182875878749501463750857277897736453383898197209,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128897,2026-01-08T13:45:50.916850,2026-01-08T13:44:50.916850,90021.29,91978.53452039178,up,95383957887995359831562010377827311319061704424544995760263472594025793455935,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128927,2026-01-08T14:00:50.672798,2026-01-08T13:59:50.672798,89962.14,91964.69913861674,up,41501335671776972661366729651588879915904304787527279524925577483459709126491,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1128954,2026-01-08T14:15:47.990677,2026-01-08T14:14:47.990677,89853.88,91932.95296679848,up,108304032425763929353329434135574120257325915050503963033292164732466523078791,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1129037,2026-01-08T14:30:46.538559,2026-01-08T14:29:46.538559,89643.89,91754.24581379963,up,20074409213684679117825589628708715067261662776981579932030915926765552584092,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1129054,2026-01-08T14:45:46.591613,2026-01-08T14:44:46.591613,89429.49,91868.54750021851,up,12795177410466693914267118816550764969953723866043205206862679823994136383093,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1129150,2026-01-08T15:00:45.258645,2026-01-08T14:59:45.258645,90024.01,91781.07955334679,up,68960150173717880614311915077583427478914362101218062348327991873877367645098,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
