market_id,market_start_time,prediction_time,current_price,predicted_price,predicted_direction,buy_token_id,buy_price,shares,trade_cost,actual_direction,is_correct,pnl,return_pct,payout,model
1124678,2026-01-07T20:37:59.767997,2026-01-07T20:36:59.767997,90971.24,94034.69530337803,up,87810386180570030382121982475792241964793422651864344599127694941312088139188,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1124792,2026-01-07T20:46:05.803460,2026-01-07T20:45:05.803460,90979.06,93889.30360243832,up,64471338771241176933639186475436636459648131148346483199958591980629858615290,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1124823,2026-01-07T21:01:05.106384,2026-01-07T21:00:05.106384,91160.57,93370.1794926055,up,11207078887823519724953787585787136918623907170572473886718227891494281649930,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1125052,2026-01-07T21:15:57.638466,2026-01-07T21:14:57.638466,91177.2,93009.54250114772,up,57863725150325203347487305063782662632157157985495867337192412083254000160401,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1125059,2026-01-07T21:30:52.382849,2026-01-07T21:29:52.382849,91179.48,92941.38861379602,up,42376456640102470646719470509553880350495421887601624332395270183602213895829,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1125072,2026-01-07T21:45:44.658526,2026-01-07T21:44:44.658526,91118.19,92876.29881901096,up,51916045553090154313443642858490480624591799226362086092953444664017051852334,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1125096,2026-01-07T22:00:39.074135,2026-01-07T21:59:39.074135,91089.5,92664.12279197012,up,43795137853087234945401371997847227954922764167769521398837312665407981108116,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1125123,2026-01-07T22:15:34.319521,2026-01-07T22:14:34.319521,90982.37,92602.41419985614,up,100747989617460479810909723316207253502565976730407346658375650497780557934141,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1125346,2026-01-07T22:30:11.450506,2026-01-07T22:29:11.450506,91076.16,92507.687356066,up,105788189049536254620547770475588713845367556009158963560719520464868329532965,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1125600,2026-01-07T22:46:06.778492,2026-01-07T22:45:06.778492,91066.82,92263.49941082778,up,98152060674405609055484961267482219271163399618469668388642216362587488458056,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1125620,2026-01-07T23:00:59.196836,2026-01-07T22:59:59.196836,91180.85,92204.03969129483,up,7804630735121219331853255977016393905248244628965810021563433369956694079950,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1125683,2026-01-07T23:15:52.437506,2026-01-07T23:14:52.437506,91224.0,92182.46993751006,up,82916158469130297475175025036190596288796791024318422020585019575253863414573,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
1125887,2026-01-07T23:30:48.328149,2026-01-07T23:29:48.328149,91309.45,92413.89586491413,up,2280829774489904214308220138237889305772559748353157898284840054626008650630,0.99,1.0,0.99,down,False,-0.99,-100.0,0.0,chronos-bolt
1125903,2026-01-07T23:45:40.461686,2026-01-07T23:44:40.461686,91223.57,92462.59850610908,up,110150107141089030112530247588191323375048339681407174296429624848069255477987,0.99,1.0,0.99,up,True,0.010000000000000009,1.010101010101011,1.0,chronos-bolt
